id,rarity,generation,mainClass,subClass,statBoost1,statBoost2,profession,summons,maxSummons,soldPrice,timeStamp
94686,common,4,Summoner,Monk,VIT,LCK,gardening,3,3,63,2022-01-25 09:47:18
101896,common,3,DarkKnight,Monk,STR,STR,mining,3,5,170,2022-01-25 09:40:02
45823,common,2,Pirate,Warrior,WIS,LCK,gardening,4,7,42,2022-01-25 09:36:49
102700,rare,2,Priest,Warrior,AGI,VIT,mining,5,6,80,2022-01-25 09:33:03
88902,common,2,Pirate,Wizard,AGI,AGI,fishing,1,3,60,2022-01-25 09:32:55
775,legendary,0,Archer,Priest,WIS,LCK,gardening,11,11,5000,2022-01-25 09:32:35
802,rare,0,Thief,Warrior,DEX,END,mining,11,11,6499,2022-01-25 09:31:40
12018,uncommon,2,Thief,Wizard,STR,STR,gardening,2,8,46,2022-01-25 09:31:12
99736,rare,1,Knight,Thief,DEX,INT,fishing,6,10,129,2022-01-25 09:27:25
98585,uncommon,3,Wizard,Thief,AGI,WIS,foraging,2,2,49,2022-01-25 09:22:05
102437,uncommon,5,Summoner,Warrior,DEX,DEX,mining,0,0,"64,9",2022-01-25 09:21:33
97306,common,4,Knight,Knight,AGI,END,gardening,0,0,"41,5",2022-01-25 09:21:28
102338,common,2,Monk,Pirate,STR,DEX,gardening,6,6,43,2022-01-25 09:19:54
103124,common,1,Knight,Warrior,STR,END,fishing,8,10,"79,99",2022-01-25 09:18:34
92631,rare,2,Warrior,Thief,VIT,WIS,foraging,5,6,71,2022-01-25 09:18:30
85483,uncommon,1,Archer,Knight,LCK,INT,mining,6,10,192,2022-01-25 09:18:18
100730,common,4,Archer,Thief,LCK,DEX,foraging,0,0,55,2022-01-25 09:15:48
61476,uncommon,3,DarkKnight,Pirate,END,AGI,mining,0,3,129,2022-01-25 09:15:25
71888,common,3,Knight,Knight,WIS,LCK,foraging,0,1,45,2022-01-25 09:13:45
102280,rare,1,Monk,Pirate,DEX,END,foraging,6,10,101,2022-01-25 09:12:45
91500,common,2,Paladin,Wizard,INT,WIS,mining,1,5,125,2022-01-25 09:11:33
103482,uncommon,3,Archer,Summoner,VIT,INT,mining,5,5,67,2022-01-25 09:06:11
103432,common,4,Priest,Monk,DEX,WIS,mining,0,0,35,2022-01-25 09:04:05
95824,common,3,Ninja,Monk,END,VIT,foraging,0,2,51,2022-01-25 09:03:25
46094,rare,1,Knight,Summoner,DEX,WIS,fishing,4,10,"96,8",2022-01-25 09:01:45
91790,uncommon,1,Monk,Warrior,WIS,WIS,fishing,5,10,60,2022-01-25 09:01:03
3670,legendary,1,Wizard,Wizard,INT,DEX,mining,2,10,210,2022-01-25 08:59:03
64466,common,1,Priest,Monk,STR,LCK,gardening,4,10,70,2022-01-25 08:57:39
103081,uncommon,3,Monk,Priest,INT,WIS,fishing,5,5,45,2022-01-25 08:57:24
47200,rare,4,Pirate,Pirate,VIT,INT,gardening,1,1,85,2022-01-25 08:56:47
95585,common,1,Priest,Wizard,LCK,END,foraging,9,10,85,2022-01-25 08:56:24
86773,common,2,Knight,Archer,LCK,DEX,gardening,5,5,44,2022-01-25 08:56:12
81398,common,1,Paladin,Thief,INT,AGI,foraging,0,5,"49,9",2022-01-25 08:53:50
65656,common,3,Priest,Archer,END,WIS,gardening,6,7,60,2022-01-25 08:53:30
72242,common,3,DarkKnight,Thief,WIS,WIS,gardening,2,4,54,2022-01-25 08:51:17
98489,common,4,Sage,Knight,LCK,WIS,fishing,0,1,165,2022-01-25 08:49:13
60675,rare,3,Warrior,Priest,WIS,STR,fishing,1,1,67,2022-01-25 08:48:43
100973,rare,2,Pirate,Warrior,VIT,WIS,fishing,7,8,95,2022-01-25 08:44:59
51917,common,3,Pirate,Pirate,END,INT,foraging,4,4,78,2022-01-25 08:43:02
103509,common,1,Thief,Knight,AGI,AGI,gardening,10,10,50,2022-01-25 08:41:56
95093,rare,2,DarkKnight,Summoner,WIS,END,foraging,2,5,130,2022-01-25 08:41:16
98892,rare,2,Priest,Monk,LCK,INT,mining,4,4,"82,5",2022-01-25 08:40:18
92174,uncommon,3,Priest,Priest,AGI,STR,mining,6,6,85,2022-01-25 08:39:52
23100,rare,4,Knight,Knight,VIT,DEX,gardening,1,5,126,2022-01-25 08:38:38
86871,common,1,Pirate,Knight,STR,LCK,fishing,6,10,77,2022-01-25 08:38:30
66474,rare,1,Knight,Warrior,STR,STR,fishing,8,10,160,2022-01-25 08:38:20
91832,common,3,Priest,Priest,LCK,STR,gardening,3,4,48,2022-01-25 08:37:46
89574,common,2,Knight,Pirate,LCK,END,foraging,5,8,42,2022-01-25 08:37:22
65614,uncommon,4,Monk,Monk,END,LCK,mining,0,0,112,2022-01-25 08:33:33
79996,uncommon,1,Archer,Priest,VIT,VIT,foraging,3,10,60,2022-01-25 08:30:43
33433,uncommon,3,Wizard,Priest,END,WIS,mining,3,3,85,2022-01-25 08:29:25
83041,common,4,Summoner,Thief,VIT,VIT,mining,3,4,65,2022-01-25 08:26:21
102134,common,2,Archer,Thief,INT,LCK,foraging,5,5,80,2022-01-25 08:25:52
102677,uncommon,3,Monk,Warrior,END,DEX,mining,5,6,89,2022-01-25 08:24:38
101877,common,1,Wizard,Thief,INT,VIT,foraging,7,10,99,2022-01-25 08:23:57
48662,common,1,Priest,Warrior,STR,WIS,foraging,7,10,"82,75",2022-01-25 08:23:14
3257,uncommon,1,Wizard,Priest,WIS,WIS,fishing,6,10,85,2022-01-25 08:22:45
102375,uncommon,1,Wizard,Wizard,VIT,STR,gardening,10,10,155,2022-01-25 08:22:27
23720,rare,1,Warrior,Wizard,STR,AGI,foraging,6,10,119,2022-01-25 08:22:13
99188,rare,3,Priest,Pirate,END,DEX,fishing,5,5,65,2022-01-25 08:21:45
91459,uncommon,6,Paladin,Warrior,STR,LCK,mining,0,0,170,2022-01-25 08:19:46
102801,common,1,Archer,Summoner,END,VIT,gardening,8,10,70,2022-01-25 08:17:54
33631,rare,2,Warrior,Archer,VIT,INT,gardening,2,4,70,2022-01-25 08:13:34
63480,common,3,Thief,Knight,WIS,VIT,foraging,1,1,"46,99",2022-01-25 08:11:59
31613,common,2,Wizard,Monk,WIS,VIT,foraging,7,8,42,2022-01-25 08:08:11
91913,common,3,Priest,Knight,AGI,STR,fishing,3,3,45,2022-01-25 08:06:04
95971,common,2,Warrior,Monk,AGI,INT,fishing,7,7,35,2022-01-25 08:06:02
93260,common,1,DarkKnight,Priest,VIT,INT,mining,0,5,185,2022-01-25 08:05:00
103390,common,3,Knight,Priest,LCK,INT,foraging,2,3,"39,9",2022-01-25 08:04:18
103307,common,3,Monk,Archer,END,WIS,foraging,2,2,"39,9",2022-01-25 08:03:16
11427,uncommon,2,Warrior,Warrior,END,DEX,gardening,2,9,50,2022-01-25 08:02:14
94404,common,5,Thief,Thief,VIT,LCK,mining,2,2,"63,9",2022-01-25 08:02:03
100420,rare,2,Priest,Monk,STR,INT,fishing,7,7,68,2022-01-25 07:59:09
103467,common,4,Monk,Monk,END,AGI,mining,0,0,59,2022-01-25 07:58:51
73627,uncommon,1,Knight,Knight,AGI,INT,foraging,5,10,65,2022-01-25 07:57:43
101381,common,2,Thief,Priest,VIT,DEX,foraging,7,8,49,2022-01-25 07:57:03
103371,common,3,Wizard,Priest,LCK,WIS,gardening,0,0,43,2022-01-25 07:56:09
93362,common,2,Monk,Warrior,DEX,INT,foraging,6,6,50,2022-01-25 07:54:52
72973,uncommon,2,Priest,DarkKnight,LCK,AGI,mining,2,2,78,2022-01-25 07:53:14
91435,uncommon,2,Thief,Thief,INT,LCK,fishing,3,3,69,2022-01-25 07:51:29
49350,common,3,Summoner,Thief,WIS,INT,mining,1,5,85,2022-01-25 07:50:05
95979,uncommon,1,Thief,Priest,DEX,LCK,fishing,10,10,101,2022-01-25 07:48:51
89679,common,4,Pirate,Warrior,INT,VIT,gardening,2,2,42,2022-01-25 07:47:14
102655,common,3,Paladin,Wizard,STR,AGI,mining,4,4,210,2022-01-25 07:38:51
98163,common,1,Priest,Thief,VIT,DEX,mining,8,10,118,2022-01-25 07:38:43
101710,common,1,DarkKnight,Priest,STR,AGI,mining,5,5,320,2022-01-25 07:37:21
99364,common,2,Paladin,Wizard,STR,VIT,mining,5,5,275,2022-01-25 07:36:13
13399,legendary,3,Archer,Thief,DEX,LCK,mining,5,7,150,2022-01-25 07:32:45
80895,common,1,Priest,Knight,INT,LCK,fishing,4,10,38,2022-01-25 07:28:12
29597,common,2,Monk,Wizard,INT,END,fishing,3,7,49,2022-01-25 07:27:26
102742,common,4,Monk,Pirate,INT,LCK,fishing,1,1,"41,99",2022-01-25 07:24:49
94999,common,4,DarkKnight,Monk,VIT,END,fishing,0,0,45,2022-01-25 07:24:09
63480,common,3,Thief,Knight,WIS,VIT,foraging,1,1,45,2022-01-25 07:19:44
33876,rare,1,Priest,Priest,INT,AGI,fishing,3,10,85,2022-01-25 07:18:36
21406,rare,1,Wizard,Monk,LCK,END,fishing,1,10,83,2022-01-25 07:18:30
94733,common,4,Summoner,Thief,VIT,STR,fishing,1,1,49,2022-01-25 07:18:16
90573,rare,1,Wizard,Thief,LCK,LCK,fishing,5,10,"77,6",2022-01-25 07:12:12
101605,common,1,Pirate,Warrior,INT,INT,foraging,10,10,85,2022-01-25 07:12:08
39436,uncommon,1,Warrior,Monk,VIT,DEX,gardening,8,10,95,2022-01-25 07:09:22
102025,common,3,Priest,Knight,END,WIS,fishing,6,6,40,2022-01-25 07:09:13
103078,common,3,Warrior,Archer,AGI,WIS,foraging,4,4,45,2022-01-25 07:08:50
102151,uncommon,3,Pirate,Wizard,WIS,INT,mining,4,5,72,2022-01-25 07:06:23
103034,common,5,Priest,Knight,DEX,STR,mining,3,3,60,2022-01-25 07:05:02
39951,uncommon,2,Knight,Monk,DEX,LCK,fishing,5,7,"63,6",2022-01-25 07:04:37
103153,rare,2,Monk,Priest,STR,DEX,gardening,1,1,63,2022-01-25 07:03:50
99193,uncommon,2,Monk,Wizard,AGI,LCK,foraging,6,9,59,2022-01-25 07:03:34
78061,rare,1,Warrior,Priest,LCK,WIS,foraging,6,10,79,2022-01-25 07:02:19
85214,common,2,Warrior,Priest,AGI,STR,mining,7,9,185,2022-01-25 07:01:39
36903,uncommon,1,Warrior,Archer,END,INT,gardening,8,10,90,2022-01-25 07:00:32
87791,uncommon,4,Knight,Knight,INT,LCK,mining,4,4,115,2022-01-25 06:56:16
91921,common,5,Wizard,Thief,STR,AGI,gardening,0,0,50,2022-01-25 06:56:09
102698,uncommon,2,Monk,Archer,VIT,END,gardening,4,4,"47,9",2022-01-25 06:56:05
100320,common,1,Priest,Priest,STR,AGI,foraging,9,10,"89,8",2022-01-25 06:55:09
72070,common,4,Wizard,Priest,DEX,AGI,gardening,2,2,57,2022-01-25 06:53:52
81199,common,2,Priest,Monk,VIT,DEX,foraging,1,6,45,2022-01-25 06:53:34
56406,common,5,Paladin,Monk,LCK,WIS,mining,3,4,130,2022-01-25 06:53:06
93248,uncommon,2,Priest,Warrior,STR,AGI,gardening,5,5,55,2022-01-25 06:52:34
44605,uncommon,1,Knight,Knight,VIT,END,mining,8,10,350,2022-01-25 06:52:14
42270,common,3,Warrior,Pirate,WIS,DEX,mining,2,3,89,2022-01-25 06:50:48
97069,common,4,Priest,Thief,INT,DEX,fishing,0,0,"43,99",2022-01-25 06:50:25
89492,common,2,Knight,Warrior,STR,END,gardening,5,7,55,2022-01-25 06:49:51
95836,common,1,Pirate,Wizard,VIT,STR,foraging,8,10,79,2022-01-25 06:49:33
92887,common,3,Monk,Wizard,VIT,AGI,foraging,7,7,45,2022-01-25 06:49:19
64418,common,2,Knight,Pirate,AGI,STR,mining,4,4,115,2022-01-25 06:48:35
40044,common,4,Knight,Priest,AGI,LCK,mining,3,3,90,2022-01-25 06:47:29
45651,common,2,Warrior,Knight,STR,END,foraging,2,5,"52,49",2022-01-25 06:47:23
61563,common,3,Warrior,Priest,VIT,VIT,mining,1,1,75,2022-01-25 06:45:13
627,rare,0,Knight,Priest,LCK,WIS,foraging,11,11,3200,2022-01-25 06:44:49
103360,common,4,Monk,Knight,VIT,VIT,mining,0,0,59,2022-01-25 06:43:57
101079,uncommon,4,Knight,Wizard,DEX,WIS,mining,4,4,100,2022-01-25 06:43:37
12651,rare,2,Priest,Thief,AGI,END,gardening,5,9,80,2022-01-25 06:42:30
91836,common,1,Thief,Priest,DEX,END,foraging,7,10,110,2022-01-25 06:42:02
94993,common,3,Pirate,Wizard,END,AGI,mining,2,2,"85,12",2022-01-25 06:41:19
98368,common,1,Archer,Archer,INT,VIT,gardening,7,10,105,2022-01-25 06:40:55
39366,uncommon,2,Wizard,Warrior,END,WIS,gardening,6,6,76,2022-01-25 06:40:03
73424,common,4,DarkKnight,Warrior,END,WIS,foraging,2,2,62,2022-01-25 06:37:27
103370,uncommon,1,Thief,Summoner,END,LCK,gardening,10,10,70,2022-01-25 06:37:12
101154,rare,1,Priest,Priest,DEX,WIS,mining,6,10,130,2022-01-25 06:33:26
89308,common,2,Ninja,Priest,WIS,STR,gardening,0,5,49,2022-01-25 06:33:16
103046,common,1,Priest,DarkKnight,VIT,STR,mining,9,10,130,2022-01-25 06:33:14
102334,common,3,Monk,Knight,AGI,STR,mining,4,4,"67,9",2022-01-25 06:33:06
68806,common,2,Pirate,Thief,VIT,VIT,gardening,5,5,"42,99",2022-01-25 06:30:09
98176,rare,1,Monk,Knight,DEX,AGI,mining,6,10,155,2022-01-25 06:27:29
92441,legendary,5,Pirate,Priest,END,INT,gardening,2,2,135,2022-01-25 06:23:43
79278,common,1,Pirate,Pirate,STR,INT,fishing,4,10,"54,4",2022-01-25 06:23:19
88818,uncommon,3,Wizard,Knight,WIS,LCK,fishing,8,8,58,2022-01-25 06:22:10
102078,common,6,Pirate,Thief,END,STR,fishing,3,3,45,2022-01-25 06:21:50
73761,common,4,Warrior,Wizard,END,AGI,fishing,3,3,45,2022-01-25 06:19:48
885,rare,0,Knight,Thief,WIS,INT,foraging,11,11,3200,2022-01-25 06:15:46
78581,common,1,Thief,Thief,VIT,VIT,fishing,4,10,89,2022-01-25 06:15:32
87895,common,2,DarkKnight,Warrior,DEX,INT,fishing,0,1,49,2022-01-25 06:15:16
102279,uncommon,1,Knight,Warrior,AGI,STR,fishing,10,10,92,2022-01-25 06:13:00
102134,common,2,Archer,Thief,INT,LCK,foraging,5,5,57,2022-01-25 06:11:44
59232,uncommon,2,Thief,Priest,END,STR,mining,3,9,145,2022-01-25 06:11:23
86519,common,3,Pirate,Thief,AGI,WIS,gardening,8,8,44,2022-01-25 06:11:19
99063,common,4,Knight,Pirate,DEX,STR,foraging,0,0,"42,5",2022-01-25 06:11:12
102805,uncommon,2,Thief,Monk,DEX,DEX,mining,6,6,77,2022-01-25 06:10:43
64400,common,4,Paladin,Priest,END,INT,fishing,1,1,66,2022-01-25 06:09:55
25916,common,1,Thief,Summoner,AGI,LCK,mining,4,10,70,2022-01-25 06:07:04
27346,common,4,Thief,Warrior,VIT,END,fishing,1,1,40,2022-01-25 06:06:42
51728,common,5,Thief,Priest,STR,END,fishing,3,3,35,2022-01-25 06:05:37
101561,uncommon,2,Thief,Thief,LCK,LCK,mining,8,9,124,2022-01-25 06:05:24
56423,common,4,Paladin,Knight,AGI,AGI,mining,0,4,"119,9",2022-01-25 06:04:18
88157,uncommon,2,Pirate,Thief,AGI,INT,mining,5,7,72,2022-01-25 06:02:06
86577,common,2,Archer,Thief,END,INT,mining,3,8,69,2022-01-25 06:00:01
18560,uncommon,3,DarkKnight,DarkKnight,VIT,END,gardening,4,5,100,2022-01-25 05:55:21
85650,common,1,Monk,Warrior,INT,AGI,mining,5,10,72,2022-01-25 05:55:03
96295,common,1,Pirate,Archer,DEX,AGI,foraging,8,10,85,2022-01-25 05:53:42
97777,rare,1,Archer,Warrior,VIT,WIS,mining,6,10,250,2022-01-25 05:53:00
95859,uncommon,2,Paladin,Wizard,WIS,DEX,mining,3,5,250,2022-01-25 05:52:03
97995,rare,1,Thief,Thief,STR,WIS,mining,6,10,230,2022-01-25 05:52:03
103162,common,3,Archer,Knight,AGI,STR,mining,5,5,65,2022-01-25 05:50:09
65692,common,5,Monk,Ninja,END,VIT,mining,3,3,69,2022-01-25 05:48:50
95834,common,1,Warrior,Thief,AGI,AGI,mining,8,10,250,2022-01-25 05:46:46
23629,common,2,Pirate,Pirate,AGI,INT,gardening,5,5,50,2022-01-25 05:46:38
85884,uncommon,2,Monk,Pirate,END,END,fishing,2,5,49,2022-01-25 05:44:00
103328,common,2,Knight,Pirate,VIT,INT,mining,3,6,100,2022-01-25 05:43:46
94900,uncommon,5,Pirate,Archer,END,AGI,mining,4,4,"67,05",2022-01-25 05:42:28
103450,common,2,Knight,Archer,END,AGI,mining,5,5,80,2022-01-25 05:42:26
97836,common,5,DarkKnight,Pirate,END,LCK,foraging,1,1,48,2022-01-25 05:40:58
102798,common,2,Archer,Knight,VIT,DEX,fishing,8,9,50,2022-01-25 05:39:07
44187,common,1,Priest,Wizard,VIT,WIS,fishing,3,10,55,2022-01-25 05:38:23
36961,uncommon,3,Dragoon,Knight,DEX,END,fishing,1,3,"431,85",2022-01-25 05:38:17
27327,common,3,Ninja,Thief,STR,LCK,gardening,1,4,57,2022-01-25 05:38:10
91107,common,2,Monk,Paladin,WIS,INT,fishing,6,9,48,2022-01-25 05:37:30
86916,common,1,Monk,Wizard,DEX,END,mining,4,10,69,2022-01-25 05:35:13
91588,common,2,Paladin,Priest,INT,AGI,fishing,0,5,"56,99",2022-01-25 05:30:24
96959,uncommon,2,Ninja,Warrior,END,STR,fishing,4,5,125,2022-01-25 05:30:06
101030,common,5,Warrior,Knight,DEX,WIS,gardening,1,1,39,2022-01-25 05:28:04
11254,rare,2,Priest,Pirate,STR,LCK,fishing,5,8,73,2022-01-25 05:22:16
33653,common,2,Priest,Priest,DEX,LCK,fishing,1,2,50,2022-01-25 05:21:54
58104,common,2,Summoner,Wizard,WIS,DEX,fishing,1,5,72,2022-01-25 05:18:17
102405,common,2,Thief,Archer,AGI,AGI,foraging,9,9,"49,99",2022-01-25 05:17:41
102031,rare,1,Archer,Wizard,LCK,WIS,mining,6,10,220,2022-01-25 05:17:19
101378,rare,1,Thief,Monk,INT,END,mining,6,10,250,2022-01-25 05:15:43
100359,legendary,1,Priest,Priest,WIS,WIS,mining,10,10,209,2022-01-25 05:15:35
36566,rare,2,Warrior,Priest,WIS,LCK,foraging,3,3,75,2022-01-25 05:15:25
102779,common,3,DarkKnight,Monk,AGI,VIT,gardening,2,3,50,2022-01-25 05:13:31
100956,uncommon,2,Wizard,Priest,STR,END,gardening,6,6,63,2022-01-25 05:07:49
61457,legendary,3,Priest,Pirate,WIS,AGI,foraging,4,5,"199,9",2022-01-25 05:06:15
32537,common,1,Priest,Archer,WIS,AGI,gardening,7,10,110,2022-01-25 05:04:54
92631,rare,2,Warrior,Thief,VIT,WIS,foraging,5,6,65,2022-01-25 05:03:24
97574,uncommon,2,Paladin,Monk,AGI,LCK,mining,4,5,250,2022-01-25 05:02:23
98367,uncommon,4,Dragoon,Archer,WIS,INT,mining,2,3,950,2022-01-25 04:58:57
101286,common,3,Thief,Knight,WIS,STR,gardening,6,6,40,2022-01-25 04:58:43
103210,uncommon,2,Pirate,Priest,DEX,INT,gardening,1,1,45,2022-01-25 04:57:53
30037,common,3,Knight,Wizard,LCK,DEX,foraging,4,4,44,2022-01-25 04:55:00
4789,uncommon,1,Thief,Knight,DEX,STR,gardening,2,10,45,2022-01-25 04:50:40
83730,common,2,Priest,Pirate,AGI,DEX,foraging,5,5,48,2022-01-25 04:48:19
89051,legendary,1,DarkKnight,Summoner,WIS,AGI,mining,5,5,"708,99",2022-01-25 04:47:59
103224,uncommon,1,Priest,Thief,LCK,END,mining,6,10,119,2022-01-25 04:47:45
98348,common,5,Ninja,DarkKnight,INT,LCK,mining,0,0,"67,9",2022-01-25 04:47:34
54027,common,1,Warrior,Archer,END,INT,gardening,6,10,85,2022-01-25 04:46:55
102458,common,3,Wizard,Knight,LCK,AGI,mining,3,3,59,2022-01-25 04:45:19
86515,common,1,Pirate,Knight,INT,VIT,gardening,6,10,50,2022-01-25 04:44:28
100801,common,2,Priest,Pirate,INT,WIS,mining,6,7,65,2022-01-25 04:43:30
103321,common,2,Priest,Monk,INT,STR,foraging,4,4,43,2022-01-25 04:42:36
98345,uncommon,1,Pirate,Priest,DEX,VIT,fishing,9,10,89,2022-01-25 04:41:48
102219,common,3,Paladin,Priest,WIS,LCK,mining,1,3,123,2022-01-25 04:39:58
94757,common,4,DarkKnight,Knight,END,END,mining,2,2,150,2022-01-25 04:38:52
98627,common,3,Ninja,Monk,WIS,INT,foraging,0,0,54,2022-01-25 04:37:05
101643,uncommon,2,Archer,Knight,WIS,WIS,mining,5,6,70,2022-01-25 04:36:01
81839,common,1,Priest,Thief,VIT,VIT,foraging,5,10,48,2022-01-25 04:35:56
52796,common,2,Thief,Summoner,VIT,END,gardening,6,6,40,2022-01-25 04:35:19
1885,rare,0,Thief,Priest,LCK,WIS,fishing,11,11,3200,2022-01-25 04:34:55
102728,uncommon,2,Wizard,Knight,WIS,LCK,mining,7,7,62,2022-01-25 04:29:39
96560,uncommon,3,Pirate,Knight,DEX,STR,mining,6,6,77,2022-01-25 04:29:09
102742,common,4,Monk,Pirate,INT,LCK,fishing,1,1,40,2022-01-25 04:28:49
94067,common,2,Monk,Priest,DEX,AGI,gardening,6,6,48,2022-01-25 04:28:11
85572,common,2,Warrior,Thief,LCK,END,mining,2,8,89,2022-01-25 04:28:03
91943,common,1,Summoner,Pirate,LCK,VIT,gardening,0,5,60,2022-01-25 04:27:55
95685,common,3,Warrior,Thief,LCK,END,mining,2,2,89,2022-01-25 04:27:52
59826,uncommon,4,Paladin,Wizard,WIS,END,fishing,1,1,105,2022-01-25 04:26:06
100233,uncommon,4,Knight,Warrior,AGI,LCK,mining,3,3,99,2022-01-25 04:26:04
89213,rare,2,Summoner,Archer,DEX,LCK,fishing,0,4,99,2022-01-25 04:25:38
103337,rare,1,Warrior,Archer,STR,WIS,mining,10,10,350,2022-01-25 04:22:31
51724,uncommon,2,Wizard,Warrior,DEX,INT,mining,4,6,65,2022-01-25 04:21:00
95842,common,1,Priest,Pirate,VIT,LCK,fishing,9,10,59,2022-01-25 04:20:14
95886,common,3,Ninja,Warrior,LCK,VIT,foraging,1,1,55,2022-01-25 04:18:36
85045,common,1,Thief,Monk,INT,VIT,gardening,5,10,"47,9",2022-01-25 04:17:01
93647,common,3,Archer,Priest,DEX,DEX,mining,5,5,65,2022-01-25 04:16:31
62805,legendary,3,Knight,Thief,WIS,WIS,gardening,1,3,120,2022-01-25 04:15:37
99816,common,4,DarkKnight,Monk,AGI,AGI,gardening,0,0,44,2022-01-25 04:15:20
102025,common,3,Priest,Knight,END,WIS,fishing,6,6,"0,1",2022-01-25 04:14:21
87070,common,2,Wizard,Monk,VIT,END,fishing,7,7,50,2022-01-25 04:13:19
55693,rare,1,Ninja,Priest,WIS,AGI,foraging,5,5,300,2022-01-25 04:13:05
103366,common,1,Archer,Priest,AGI,INT,gardening,7,10,60,2022-01-25 04:10:39
93254,common,5,Paladin,Monk,END,STR,mining,1,1,"195,49",2022-01-25 04:10:05
93899,common,3,Ninja,Monk,DEX,END,foraging,3,3,"65,2",2022-01-25 04:09:47
103055,uncommon,2,Warrior,Archer,LCK,VIT,mining,2,4,93,2022-01-25 04:08:16
65350,uncommon,3,Pirate,Thief,WIS,LCK,mining,6,6,72,2022-01-25 04:08:04
103377,common,1,Monk,Knight,WIS,VIT,fishing,7,10,80,2022-01-25 04:07:52
71646,common,1,DarkKnight,Wizard,LCK,LCK,gardening,0,5,45,2022-01-25 04:07:04
88293,common,2,Warrior,Warrior,WIS,LCK,mining,2,7,85,2022-01-25 04:06:58
103350,common,4,Summoner,Warrior,AGI,VIT,mining,2,2,"59,9",2022-01-25 04:06:56
60540,common,4,Thief,Knight,WIS,AGI,fishing,3,3,85,2022-01-25 04:06:52
100632,common,2,Knight,Pirate,AGI,VIT,mining,4,6,80,2022-01-25 04:06:40
103363,common,1,Knight,Pirate,LCK,END,foraging,6,10,70,2022-01-25 04:06:28
74410,common,3,Priest,Archer,DEX,LCK,fishing,4,4,44,2022-01-25 04:05:29
103374,common,1,Knight,Pirate,DEX,STR,mining,7,10,150,2022-01-25 04:03:07
80971,common,2,Ninja,Priest,LCK,END,gardening,0,5,"52,89",2022-01-25 04:02:48
93574,common,2,Paladin,Paladin,STR,DEX,mining,2,5,150,2022-01-25 04:02:32
12884,common,3,Wizard,Wizard,DEX,END,foraging,5,6,75,2022-01-25 04:01:03
42995,common,2,Pirate,Archer,END,WIS,foraging,5,9,59,2022-01-25 03:59:50
51724,uncommon,2,Wizard,Warrior,DEX,INT,mining,4,6,43,2022-01-25 03:59:37
102671,uncommon,3,Archer,Thief,END,DEX,foraging,4,4,63,2022-01-25 03:59:20
99087,rare,1,Priest,Knight,END,DEX,fishing,10,10,108,2022-01-25 03:59:15
100665,uncommon,5,Priest,Knight,END,END,mining,0,0,67,2022-01-25 03:57:59
101743,common,1,Ninja,Ninja,VIT,DEX,gardening,2,5,172,2022-01-25 03:55:53
22196,uncommon,3,Archer,Thief,END,DEX,foraging,2,2,85,2022-01-25 03:54:34
98167,common,4,Paladin,Pirate,END,LCK,mining,0,1,135,2022-01-25 03:53:52
78198,common,1,Priest,Monk,LCK,STR,foraging,5,10,53,2022-01-25 03:53:34
74704,common,1,Knight,Thief,INT,AGI,gardening,8,10,"68,99",2022-01-25 03:53:00
2953,common,1,Knight,Archer,LCK,AGI,mining,7,10,250,2022-01-25 03:52:02
102196,common,2,Wizard,Paladin,DEX,AGI,mining,8,8,64,2022-01-25 03:50:43
66869,uncommon,3,Summoner,Archer,LCK,STR,foraging,1,1,80,2022-01-25 03:49:32
90574,uncommon,5,DarkKnight,Priest,INT,VIT,fishing,0,0,"64,46",2022-01-25 03:48:17
58795,common,4,Summoner,Monk,INT,WIS,mining,1,2,60,2022-01-25 03:47:36
102423,uncommon,2,Wizard,Warrior,LCK,AGI,gardening,6,6,60,2022-01-25 03:46:33
103346,common,2,DarkKnight,Wizard,WIS,INT,mining,2,5,202,2022-01-25 03:46:09
103179,uncommon,2,Warrior,Thief,AGI,LCK,gardening,9,9,52,2022-01-25 03:45:21
53576,common,1,Archer,Wizard,VIT,VIT,mining,2,10,61,2022-01-25 03:45:13
101805,rare,2,Knight,Warrior,DEX,END,mining,9,9,249,2022-01-25 03:44:46
103065,rare,1,Knight,Pirate,WIS,LCK,mining,10,10,325,2022-01-25 03:44:12
97664,common,3,DarkKnight,Priest,WIS,LCK,foraging,2,2,50,2022-01-25 03:43:56
61668,mythic,1,Warrior,Priest,DEX,DEX,mining,7,10,869,2022-01-25 03:43:34
90388,common,2,Warrior,Thief,LCK,WIS,mining,0,5,75,2022-01-25 03:41:33
90786,uncommon,3,Archer,Pirate,LCK,END,foraging,5,5,65,2022-01-25 03:40:15
102405,common,2,Thief,Archer,AGI,AGI,foraging,9,9,42,2022-01-25 03:39:22
96833,common,3,Wizard,Archer,LCK,VIT,foraging,2,2,47,2022-01-25 03:38:42
39373,uncommon,2,Knight,Archer,LCK,LCK,fishing,3,6,60,2022-01-25 03:38:32
84130,common,2,Wizard,Monk,INT,WIS,foraging,1,6,"49,85",2022-01-25 03:37:34
102612,uncommon,3,Pirate,Archer,VIT,LCK,fishing,6,6,"55,5",2022-01-25 03:36:58
103350,common,4,Summoner,Warrior,AGI,VIT,mining,2,2,50,2022-01-25 03:36:13
102615,common,1,Monk,Warrior,LCK,VIT,mining,6,10,135,2022-01-25 03:35:44
78590,rare,4,Sage,Monk,AGI,END,fishing,0,0,250,2022-01-25 03:34:29
